Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
,74,1526911389.075815,1526911390.535673,TCP,172.27.224.250,502,172.27.224.251,55571,,L,,0.0,0.0
38,75,1526911391.965635,1526911393.426636,TCP,172.27.224.251,55572,172.27.224.250,502,,P,T0814,1.0,1.0
,76,1526911391.975849,1526911393.435715,TCP,172.27.224.250,502,172.27.224.251,55572,,L,,0.0,0.0
39,77,1526911394.865618,1526911396.327174,TCP,172.27.224.251,55573,172.27.224.250,502,,P,T0814,1.0,1.0
,78,1526911394.875873,1526911396.335794,TCP,172.27.224.250,502,172.27.224.251,55573,,L,,0.0,0.0
40,79,1526911397.765673,1526911399.217040,TCP,172.27.224.251,55574,172.27.224.250,502,,P,T0814,1.0,1.0
,80,1526911397.775989,1526911399.225776,TCP,172.27.224.250,502,172.27.224.251,55574,,L,,0.0,0.0
41,81,1526911400.655708,1526911402.116737,TCP,172.27.224.251,55575,172.27.224.250,502,,P,T0814,1.0,1.0
,82,1526911400.665959,1526911402.125815,TCP,172.27.224.250,502,172.27.224.251,55575,,L,,0.0,0.0
42,83,1526911403.555756,1526911405.006735,TCP,172.27.224.251,55576,172.27.224.250,502,,P,T0814,1.0,1.0
,84,1526911403.565987,1526911405.015857,TCP,172.27.224.250,502,172.27.224.251,55576,,L,,0.0,0.0
43,85,1526911406.445799,1526911407.897243,TCP,172.27.224.251,55577,172.27.224.250,502,,P,T0814,1.0,1.0
,86,1526911406.456050,1526911407.905953,TCP,172.27.224.250,502,172.27.224.251,55577,,L,,0.0,0.0
44,87,1526911409.335806,1526911410.796802,TCP,172.27.224.251,55578,172.27.224.250,502,,P,T0814,1.0,1.0
,88,1526911409.346041,1526911410.805925,TCP,172.27.224.250,502,172.27.224.251,55578,,L,,0.0,0.0
45,89,1526911412.235859,1526911413.697222,TCP,172.27.224.251,55579,172.27.224.250,502,,P,T0814,1.0,1.0
,90,1526911412.246128,1526911413.705959,TCP,172.27.224.250,502,172.27.224.251,55579,,L,,0.0,0.0
46,91,1526911415.135902,1526911416.587249,TCP,172.27.224.251,55580,172.27.224.250,502,,P,T0814,1.0,1.0
,92,1526911415.146143,1526911416.595998,TCP,172.27.224.250,502,172.27.224.251,55580,,L,,0.0,0.0
47,93,1526911418.025921,1526911419.486973,TCP,172.27.224.251,55581,172.27.224.250,502,,P,T0814,1.0,1.0
,94,1526911418.036172,1526911419.496039,TCP,172.27.224.250,502,172.27.224.251,55581,,L,,0.0,0.0
48,95,1526911420.925976,1526911422.386934,TCP,172.27.224.251,55582,172.27.224.250,502,,P,T0814,1.0,1.0
,96,1526911420.936229,1526911422.396082,TCP,172.27.224.250,502,172.27.224.251,55582,,L,,0.0,0.0
49,97,1526911423.826019,1526911425.277385,TCP,172.27.224.251,55583,172.27.224.250,502,,P,T0814,1.0,1.0
,98,1526911423.836259,1526911425.286089,TCP,172.27.224.250,502,172.27.224.251,55583,,L,,0.0,0.0
50,99,1526911426.716043,1526911428.177082,TCP,172.27.224.251,55584,172.27.224.250,502,,P,T0814,1.0,1.0
,100,1526911426.726289,1526911428.186150,TCP,172.27.224.250,502,172.27.224.251,55584,,L,,0.0,0.0
51,101,1526911429.616082,1526911431.077466,TCP,172.27.224.251,55585,172.27.224.250,502,,P,T0814,1.0,1.0
,102,1526911429.626348,1526911431.086185,TCP,172.27.224.250,502,172.27.224.251,55585,,L,,0.0,0.0
52,103,1526911432.516123,1526911433.977496,TCP,172.27.224.251,55586,172.27.224.250,502,,P,T0814,1.0,1.0
,104,1526911432.526361,1526911433.986214,TCP,172.27.224.250,502,172.27.224.251,55586,,L,,0.0,0.0
53,105,1526911435.416164,1526911436.877513,TCP,172.27.224.251,55587,172.27.224.250,502,,P,T0814,1.0,1.0
,106,1526911435.426425,1526911436.886287,TCP,172.27.224.250,502,172.27.224.251,55587,,L,,0.0,0.0
54,107,1526911438.316209,1526911439.767195,TCP,172.27.224.251,55588,172.27.224.250,502,,P,T0814,1.0,1.0
,108,1526911438.326454,1526911439.776316,TCP,172.27.224.250,502,172.27.224.251,55588,,L,,0.0,0.0
55,109,1526911441.206251,1526911442.667707,TCP,172.27.224.251,55589,172.27.224.250,502,,P,T0814,1.0,1.0
,110,1526911441.216494,1526911442.676334,TCP,172.27.224.250,502,172.27.224.251,55589,,L,,0.0,0.0
56,111,1526911444.106256,1526911445.567272,TCP,172.27.224.251,55590,172.27.224.250,502,,P,T0814,1.0,1.0
,112,1526911444.116501,1526911445.576389,TCP,172.27.224.250,502,172.27.224.251,55590,,L,,0.0,0.0
57,113,1526911447.006330,1526911448.457259,TCP,172.27.224.251,55591,172.27.224.250,502,,P,T0814,1.0,1.0
,114,1526911447.016533,1526911448.466412,TCP,172.27.224.250,502,172.27.224.251,55591,,L,,0.0,0.0
58,115,1526911449.896348,1526911451.357708,TCP,172.27.224.251,55592,172.27.224.250,502,,P,T0814,1.0,1.0
,116,1526911449.906580,1526911451.366438,TCP,172.27.224.250,502,172.27.224.251,55592,,L,,0.0,0.0
59,117,1526911452.796380,1526911454.257420,TCP,172.27.224.251,55593,172.27.224.250,502,,P,T0814,1.0,1.0
,118,1526911452.806629,1526911454.266488,TCP,172.27.224.250,502,172.27.224.251,55593,,L,,0.0,0.0
60,119,1526911455.696435,1526911457.157429,TCP,172.27.224.251,55594,172.27.224.250,502,,P,T0814,1.0,1.0
,120,1526911455.706637,1526911457.166518,TCP,172.27.224.250,502,172.27.224.251,55594,,L,,0.0,0.0
61,121,1526911458.596465,1526911460.057434,TCP,172.27.224.251,55595,172.27.224.250,502,,P,T0814,1.0,1.0
,122,1526911458.606696,1526911460.066558,TCP,172.27.224.250,502,172.27.224.251,55595,,L,,0.0,0.0
62,123,1526911461.496500,1526911462.947482,TCP,172.27.224.251,55596,172.27.224.250,502,,P,T0814,1.0,1.0
,124,1526911461.506728,1526911462.956622,TCP,172.27.224.250,502,172.27.224.251,55596,,L,,0.0,0.0
63,125,1526911464.386526,1526911465.847500,TCP,172.27.224.251,55597,172.27.224.250,502,,P,T0814,1.0,1.0
,126,1526911464.396794,1526911465.856643,TCP,172.27.224.250,502,172.27.224.251,55597,,L,,0.0,0.0
64,127,1526911467.286583,1526911468.747930,TCP,172.27.224.251,55598,172.27.224.250,502,,P,T0814,1.0,1.0
,128,1526911467.296857,1526911468.756681,TCP,172.27.224.250,502,172.27.224.251,55598,,L,,0.0,0.0
65,129,1526911470.186623,1526911471.647602,TCP,172.27.224.251,55599,172.27.224.250,502,,P,T0814,1.0,1.0
,130,1526911470.196861,1526911471.656711,TCP,172.27.224.250,502,172.27.224.251,55599,,L,,0.0,0.0
66,131,1526911473.086644,1526911474.547617,TCP,172.27.224.251,55600,172.27.224.250,502,,P,T0814,1.0,1.0
,132,1526911473.096884,1526911474.556752,TCP,172.27.224.250,502,172.27.224.251,55600,,L,,0.0,0.0
67,133,1526911475.986687,1526911477.438039,TCP,172.27.224.251,55601,172.27.224.250,502,,P,T0814,1.0,1.0
,134,1526911475.996915,1526911477.446786,TCP,172.27.224.250,502,172.27.224.251,55601,,L,,0.0,0.0
68,135,1526911478.876727,1526911480.337679,TCP,172.27.224.251,55602,172.27.224.250,502,,P,T0814,1.0,1.0
,136,1526911478.886958,1526911480.346812,TCP,172.27.224.250,502,172.27.224.251,55602,,L,,0.0,0.0
69,137,1526911481.776756,1526911483.238117,TCP,172.27.224.251,55603,172.27.224.250,502,,P,T0814,1.0,1.0
,138,1526911481.787007,1526911483.246888,TCP,172.27.224.250,502,172.27.224.251,55603,,L,,0.0,0.0
70,139,1526911484.676821,1526911486.137790,TCP,172.27.224.251,55604,172.27.224.250,502,,P,T0814,1.0,1.0
,140,1526911484.687023,1526911486.146902,TCP,172.27.224.250,502,172.27.224.251,55604,,L,,0.0,0.0
71,141,1526911487.576834,1526911489.038179,TCP,172.27.224.251,55605,172.27.224.250,502,,P,T0814,1.0,1.0
,142,1526911487.587080,1526911489.046922,TCP,172.27.224.250,502,172.27.224.251,55605,,L,,0.0,0.0
72,143,1526911490.476867,1526911491.928352,TCP,172.27.224.251,55606,172.27.224.250,502,,P,T0814,1.0,1.0
,144,1526911490.487122,1526911491.937022,TCP,172.27.224.250,502,172.27.224.251,55606,,L,,0.0,0.0
73,145,1526911493.366907,1526911494.827912,TCP,172.27.224.251,55607,172.27.224.250,502,,P,T0814,1.0,1.0
,146,1526911493.377154,1526911494.837010,TCP,172.27.224.250,502,172.27.224.251,55607,,L,,0.0,0.0
74,147,1526911496.266942,1526911497.727948,TCP,172.27.224.251,55608,172.27.224.250,502,,P,T0814,1.0,1.0
,148,1526911496.277191,1526911497.737040,TCP,172.27.224.250,502,172.27.224.251,55608,,L,,0.0,0.0
75,149,1526911499.166993,1526911500.628411,TCP,172.27.224.251,55609,172.27.224.250,502,,P,T0814,1.0,1.0
,150,1526911499.177223,1526911500.637099,TCP,172.27.224.250,502,172.27.224.251,55609,,L,,0.0,0.0
76,151,1526911502.067003,1526911503.528446,TCP,172.27.224.251,55610,172.27.224.250,502,,P,T0814,1.0,1.0
,152,1526911502.077265,1526911503.537121,TCP,172.27.224.250,502,172.27.224.251,55610,,L,,0.0,0.0
77,153,1526911504.967056,1526911506.418008,TCP,172.27.224.251,55611,172.27.224.250,502,,P,T0814,1.0,1.0
,154,1526911504.977332,1526911506.427153,TCP,172.27.224.250,502,172.27.224.251,55611,,L,,0.0,0.0
78,155,1526911507.857093,1526911509.318104,TCP,172.27.224.251,55612,172.27.224.250,502,,P,T0814,1.0,1.0
,156,1526911507.867339,1526911509.327211,TCP,172.27.224.250,502,172.27.224.251,55612,,L,,0.0,0.0
79,157,1526911510.757113,1526911512.218085,TCP,172.27.224.251,55613,172.27.224.250,502,,P,T0814,1.0,1.0
,158,1526911510.767365,1526911512.227231,TCP,172.27.224.250,502,172.27.224.251,55613,,L,,0.0,0.0
80,159,1526911513.657172,1526911515.118652,TCP,172.27.224.251,55614,172.27.224.250,502,,P,T0814,1.0,1.0
,160,1526911513.667435,1526911515.127320,TCP,172.27.224.250,502,172.27.224.251,55614,,L,,0.0,0.0
81,161,1526911516.557255,1526911518.018210,TCP,172.27.224.251,55615,172.27.224.250,502,,P,T0814,1.0,1.0
,162,1526911516.567511,1526911518.027304,TCP,172.27.224.250,502,172.27.224.251,55615,,L,,0.0,0.0
82,163,1526911519.457234,1526911520.918223,TCP,172.27.224.251,55616,172.27.224.250,502,,P,T0814,1.0,1.0
,164,1526911519.467498,1526911520.927369,TCP,172.27.224.250,502,172.27.224.251,55616,,L,,0.0,0.0
83,165,1526911522.357300,1526911523.818251,TCP,172.27.224.251,55617,172.27.224.250,502,,P,T0814,1.0,1.0
,166,1526911522.367505,1526911523.827388,TCP,172.27.224.250,502,172.27.224.251,55617,,L,,0.0,0.0
84,167,1526911525.257350,1526911526.718281,TCP,172.27.224.251,55618,172.27.224.250,502,,P,T0814,1.0,1.0
,168,1526911525.267615,1526911526.727431,TCP,172.27.224.250,502,172.27.224.251,55618,,L,,0.0,0.0
85,169,1526911528.157384,1526911529.618384,TCP,172.27.224.251,55619,172.27.224.250,502,,P,T0814,1.0,1.0
,170,1526911528.167605,1526911529.627449,TCP,172.27.224.250,502,172.27.224.251,55619,,L,,0.0,0.0
86,171,1526911531.057389,1526911532.508771,TCP,172.27.224.251,55620,172.27.224.250,502,,P,T0814,1.0,1.0
,172,1526911531.067637,1526911532.517496,TCP,172.27.224.250,502,172.27.224.251,55620,,L,,0.0,0.0
87,173,1526911533.947432,1526911535.408378,TCP,172.27.224.251,55621,172.27.224.250,502,,P,T0814,1.0,1.0
,174,1526911533.957677,1526911535.417530,TCP,172.27.224.250,502,172.27.224.251,55621,,L,,0.0,0.0
88,175,1526911536.847464,1526911538.308835,TCP,172.27.224.251,55622,172.27.224.250,502,,P,T0814,1.0,1.0
,176,1526911536.857702,1526911538.317581,TCP,172.27.224.250,502,172.27.224.251,55622,,L,,0.0,0.0
89,177,1526911539.747517,1526911541.208910,TCP,172.27.224.251,55623,172.27.224.250,502,,P,T0814,1.0,1.0
,178,1526911539.757741,1526911541.217612,TCP,172.27.224.250,502,172.27.224.251,55623,,L,,0.0,0.0
90,179,1526911542.647538,1526911544.108491,TCP,172.27.224.251,55624,172.27.224.250,502,,P,T0814,1.0,1.0
,180,1526911542.657805,1526911544.117635,TCP,172.27.224.250,502,172.27.224.251,55624,,L,,0.0,0.0
91,181,1526911545.547578,1526911546.998989,TCP,172.27.224.251,55625,172.27.224.250,502,,P,T0814,1.0,1.0
,182,1526911545.557822,1526911547.007684,TCP,172.27.224.250,502,172.27.224.251,55625,,L,,0.0,0.0
92,183,1526911548.437614,1526911549.898561,TCP,172.27.224.251,55626,172.27.224.250,502,,P,T0814,1.0,1.0
,184,1526911548.447845,1526911549.907714,TCP,172.27.224.250,502,172.27.224.251,55626,,L,,0.0,0.0
93,185,1526911551.337664,1526911552.798599,TCP,172.27.224.251,55627,172.27.224.250,502,,P,T0814,1.0,1.0
,186,1526911551.347889,1526911552.807749,TCP,172.27.224.250,502,172.27.224.251,55627,,L,,0.0,0.0
94,187,1526911554.237684,1526911555.698662,TCP,172.27.224.251,55628,172.27.224.250,502,,P,T0814,1.0,1.0
,188,1526911554.247930,1526911555.707816,TCP,172.27.224.250,502,172.27.224.251,55628,,L,,0.0,0.0
95,189,1526911557.137727,1526911558.598758,TCP,172.27.224.251,55629,172.27.224.250,502,,P,T0814,1.0,1.0
,190,1526911557.147947,1526911558.607825,TCP,172.27.224.250,502,172.27.224.251,55629,,L,,0.0,0.0
96,191,1526911560.037769,1526911561.488744,TCP,172.27.224.251,55630,172.27.224.250,502,,P,T0814,1.0,1.0
,192,1526911560.048005,1526911561.497850,TCP,172.27.224.250,502,172.27.224.251,55630,,L,,0.0,0.0
97,193,1526911562.927790,1526911564.389192,TCP,172.27.224.251,55631,172.27.224.250,502,,P,T0814,1.0,1.0
,194,1526911562.938052,1526911564.397899,TCP,172.27.224.250,502,172.27.224.251,55631,,L,,0.0,0.0
98,195,1526911565.827840,1526911567.289204,TCP,172.27.224.251,55632,172.27.224.250,502,,P,T0814,1.0,1.0
,196,1526911565.838108,1526911567.297941,TCP,172.27.224.250,502,172.27.224.251,55632,,L,,0.0,0.0
99,197,1526911568.727877,1526911570.178916,TCP,172.27.224.251,55633,172.27.224.250,502,,P,T0814,1.0,1.0
,198,1526911568.738114,1526911570.187990,TCP,172.27.224.250,502,172.27.224.251,55633,,L,,0.0,0.0
100,199,1526911571.617937,1526911573.078934,TCP,172.27.224.251,55634,172.27.224.250,502,,P,T0814,1.0,1.0
,200,1526911571.628149,1526911573.088009,TCP,172.27.224.250,502,172.27.224.251,55634,,L,,0.0,0.0
101,201,1526911574.517956,1526911575.978963,TCP,172.27.224.251,55635,172.27.224.250,502,,P,T0814,1.0,1.0
,202,1526911574.528230,1526911575.988047,TCP,172.27.224.250,502,172.27.224.251,55635,,L,,0.0,0.0
102,203,1526911577.417991,1526911578.879383,TCP,172.27.224.251,55636,172.27.224.250,502,,P,T0814,1.0,1.0
,204,1526911577.428233,1526911578.888073,TCP,172.27.224.250,502,172.27.224.251,55636,,L,,0.0,0.0
103,205,1526911580.318018,1526911581.779429,TCP,172.27.224.251,55637,172.27.224.250,502,,P,T0814,1.0,1.0
,206,1526911580.328268,1526911581.788120,TCP,172.27.224.250,502,172.27.224.251,55637,,L,,0.0,0.0
104,207,1526911582.717571,1526911582.717571,ICMP,253.65.61.211,,172.27.224.250,,36659,P,T0814,1.0,1.0
105,208,1526911582.767583,1526911582.767583,ICMP,130.101.33.138,,172.27.224.250,,36659,P,T0814,1.0,1.0
106,209,1526911582.817628,1526911582.817628,ICMP,205.214.248.242,,172.27.224.250,,36659,P,T0814,1.0,1.0
107,210,1526911582.867652,1526911582.867652,ICMP,191.237.115.70,,172.27.224.250,,36659,P,T0814,1.0,1.0
108,211,1526911582.917681,1526911582.917681,ICMP,205.5.248.239,,172.27.224.250,,36659,P,T0814,1.0,1.0
109,212,1526911582.967711,1526911582.967711,ICMP,65.21.0.219,,172.27.224.250,,36659,P,T0814,1.0,1.0
110,213,1526911583.017751,1526911583.017751,ICMP,77.36.97.171,,172.27.224.250,,36659,P,T0814,1.0,1.0
111,214,1526911583.067792,1526911583.067792,ICMP,21.214.153.205,,172.27.224.250,,36659,P,T0814,1.0,1.0
112,215,1526911583.117819,1526911583.117819,ICMP,71.83.214.34,,172.27.224.250,,36659,P,T0814,1.0,1.0
113,216,1526911583.167859,1526911583.167859,ICMP,3.17.80.137,,172.27.224.250,,36659,P,T0814,1.0,1.0
114,217,1526911583.217885,1526911583.217885,ICMP,36.191.197.248,,172.27.224.250,,36659,P,T0814,1.0,1.0
115,218,1526911583.218058,1526911584.679228,TCP,172.27.224.251,55638,172.27.224.250,502,,P,T0814,1.0,1.0
,219,1526911583.228467,1526911584.688178,TCP,172.27.224.250,502,172.27.224.251,55638,,L,,0.0,0.0
116,220,1526911583.267919,1526911583.267919,ICMP,150.120.120.153,,172.27.224.250,,36659,P,T0814,1.0,1.0
117,221,1526911583.317956,1526911583.317956,ICMP,218.130.225.69,,172.27.224.250,,36659,P,T0814,1.0,1.0
118,222,1526911583.367987,1526911583.367987,ICMP,23.170.71.75,,172.27.224.250,,36659,P,T0814,1.0,1.0
119,223,1526911583.418025,1526911583.418025,ICMP,161.200.37.75,,172.27.224.250,,36659,P,T0814,1.0,1.0
120,224,1526911583.468053,1526911583.468053,ICMP,148.200.114.18,,172.27.224.250,,36659,P,T0814,1.0,1.0
121,225,1526911583.518092,1526911583.518092,ICMP,137.29.197.21,,172.27.224.250,,36659,P,T0814,1.0,1.0
122,226,1526911583.568122,1526911583.568122,ICMP,132.144.174.80,,172.27.224.250,,36659,P,T0814,1.0,1.0
123,227,1526911583.618156,1526911583.618156,ICMP,70.48.144.141,,172.27.224.250,,36659,P,T0814,1.0,1.0
124,228,1526911583.668201,1526911583.668201,ICMP,14.197.206.248,,172.27.224.250,,36659,P,T0814,1.0,1.0
125,229,1526911583.709536,1526911583.709536,ICMP,107.239.204.189,,172.27.224.250,,37683,P,T0814,1.0,1.0
126,230,1526911583.718221,1526911583.718221,ICMP,205.232.205.17,,172.27.224.250,,36659,P,T0814,1.0,1.0
127,231,1526911583.759580,1526911583.759580,ICMP,38.237.41.31,,172.27.224.250,,37683,P,T0814,1.0,1.0
128,232,1526911583.768243,1526911583.768243,ICMP,95.238.133.20,,172.27.224.250,,36659,P,T0814,1.0,1.0
129,233,1526911583.809617,1526911583.809617,ICMP,151.120.168.123,,172.27.224.250,,37683,P,T0814,1.0,1.0
130,234,1526911583.818278,1526911583.818278,ICMP,70.116.97.152,,172.27.224.250,,36659,P,T0814,1.0,1.0
131,235,1526911583.859663,1526911583.859663,ICMP,109.218.137.84,,172.27.224.250,,37683,P,T0814,1.0,1.0
132,236,1526911583.868302,1526911583.868302,ICMP,60.63.137.75,,172.27.224.250,,36659,P,T0814,1.0,1.0
133,237,1526911583.909702,1526911583.909702,ICMP,255.235.236.28,,172.27.224.250,,37683,P,T0814,1.0,1.0
